_id,bio,college,country,createdAt,dob,email,face_detection_probabilities,gender,height,insta_username,interests,is_habit_drink,is_habit_smoke,is_verified,mobile,name,status,type,updatedAt,verified_at,what_to_find,who_to_date,is_subscribed,age
606,,[],IN,549.5324810519445,,9606000000@get.idyll,,M,,,[],,,False,9606000000,Aditya ,True,U,22.89670823125,,,,,
607,"Always start reading bibliography of any which I saw☺️
","[""JNU ""]",IN,549.5078627186111,1997-03-23 00:00:00,9607000000@get.idyll,[99.51801300048828],M,,,"[""Camping"",""Football"",""Swimming"",""Running"",""Cycling""]",S,S,False,9607000000,Mohan ,True,U,13.23918902986111,,C,F,,26.0
608,Astronaut in the Ocean ,"[""Jawaharlal Nehru University""]",IN,549.3291718852778,2000-06-09 00:00:00,9608000000@get.idyll,,M,170.0,,"[""Dancing"",""Photography"",""Football"",""Punjabi"",""Mystery""]",S,S,False,9608000000,Vivek Yadav,True,U,22.882355835416668,,CON,F,,23.0
609,,[],IN,549.2206196630556,,9609000000@get.idyll,,F,,,[],,,False,9609000000,Sreya choudhari ,False,U,3.8169120622685186,,,,True,
610,Like nature and running ,"[""Jawaharlal Nehru University""]",IN,549.2146210519444,1998-06-12 00:00:00,9610000000@get.idyll,,M,176.0,,"[""Writing"",""Badminton"",""Running"",""Environmentalism"",""Open-Minded""]",S,S,False,9610000000,Raj,True,U,22.879287421064816,,C,F,,25.0
611,"I'm Mohd Zaid and simply, I want to be in relationship with a college girl who is pursuing bachelor degree. ","[""Jamia Millia Islamia University""]",IN,549.0865654963889,2004-02-06 00:00:00,9611000000@get.idyll,,M,182.88,,"[""Board game"",""Video Games"",""Maggi"",""Romance"",""Comedy""]",N,N,True,9611000000,Mohammad Zaid,True,U,17.033248740509258,17.033249170104167,R,F,,19.0
612,I like adventure ,"[""Jawaharlal Nehru University""]",IN,548.9856916075,2000-01-12 00:00:00,9612000000@get.idyll,,M,170.0,,"[""Open-Minded"",""Backpacking"",""Concerts"",""Camping"",""Beaches""]",O,N,False,9612000000,Prithvi Pal Singh ,True,U,22.869402988194445,,C,F,,23.0
613,"I am Arsalan Anjum, pursuing my BA(Hons.) in Korean language and literature from Centre for Korean Studies (CKS), JNU.","[""Jawaharlal Nehru University""]",IN,548.3886227186111,2001-10-21 00:00:00,9613000000@get.idyll,,M,180.34,,"[""Badminton"",""Gym"",""Mountains"",""Thriller"",""Art & Craft""]",N,S,False,9613000000,Arsalan Anjum ,True,U,22.734721599305555,,R,F,,22.0
614,Hello ,"[""Jawaharlal Nehru University""]",IN,548.2836552186111,1999-09-01 00:00:00,9614000000@get.idyll,,M,155.7528,,"[""Art & Craft"",""Writing"",""Cricket"",""Theatre"",""Concerts""]",S,S,False,9614000000,Utsb,True,U,22.83631283773148,,R,F,,24.0
615,"Pacifist, curious, love buying groceries and collecting cookwares. I document food on @mashedpotatoes36","[""JNU""]",IN,548.0303729963889,1991-02-07 00:00:00,9615000000@get.idyll,,M,181.0,,"[""Writing"",""Environmentalism"",""Cooking"",""Mountains"",""Festivals""]",S,N,False,9615000000,Sayan,True,U,22.062072015972223,,NS,F,,32.0
616,Mat jano yrr,"[""Jnu""]",IN,547.6965468852778,1999-02-04 00:00:00,9616000000@get.idyll,,M,180.0,,"[""Singing"",""Art & Craft"",""Writing"",""Dancing"",""Reels""]",N,N,False,9616000000,Sam,True,U,22.819026622453702,,C,F,,24.0
617,Schrodinger's Cat ,"[""JNU ""]",IN,547.6852782741666,1990-11-15 00:00:00,9617000000@get.idyll,,M,184.0,,"[""Cooking"",""Tea"",""Dogs"",""Jazz"",""Beer""]",O,O,False,9617000000,Sahil,True,U,22.811950384027778,,R,F,,33.0
618,Ok,"[""Ramjas College""]",IN,547.6661121630556,1999-11-27 00:00:00,9618000000@get.idyll,[67.2358078616006],M,165.0,,"[""Writing"",""Poetry"",""Gym""]",N,N,True,9618000000,Happy ,True,U,12.866065314583333,17.033249170104167,NS,F,,24.0
619,Aesthetically Toxic,"[""Jawaharlal Nehru University""]",IN,547.2126904963889,2001-04-12 00:00:00,9619000000@get.idyll,,M,,,"[""Romance"",""Open-Minded"",""Cycling"",""Country"",""Pizza""]",N,N,False,9619000000,Dhruv,True,U,22.763769434953705,,C,F,,22.0
620,I am only looking forward to a meeting to have good conversation. ,"[""Jawaharlal Nehru University""]",IN,547.1012816075,1998-01-06 00:00:00,9620000000@get.idyll,,M,170.0,,"[""Singing"",""Swimming"",""Gym"",""Documentaries"",""Open-Minded""]",S,S,False,9620000000,Anandhu,True,U,22.449194886342593,,C,F,,25.0
621,Nothing,"[""Jawaharlal Nehru University""]",IN,546.8963693852778,2003-02-10 00:00:00,9621000000@get.idyll,,M,,,[],N,N,False,9621000000,Vishu,True,U,22.785590059953705,,NS,F,,20.0
622,Let's hangout .,"[""Jawaharlal Nehru University""]",IN,546.553840496389,2003-05-18 00:00:00,9622000000@get.idyll,[],M,176.0,,"[""Badminton"",""Romantic"",""Theatre"",""Cafe-hopping"",""Open-Minded""]",N,N,True,9622000000,Yuvraj,True,U,18.832315291435187,,R,F,,20.0
623,Koe Hai?,"[""Amity University, Delhi""]",IN,546.1058607741667,1998-02-10 00:00:00,9623000000@get.idyll,,M,,,"[""Singing"",""Writing"",""Design"",""Photography"",""Cricket""]",O,N,False,9623000000,RAJEEV RANJAN ,False,U,5.759811645601852,,C,F,,25.0
624,I a,"[""Jnu""]",IN,545.5288243852777,1999-07-13 00:00:00,9624000000@get.idyll,,M,170.0,,[],S,S,False,9624000000,Ravi,True,U,22.728434944212964,,NS,F,,24.0
625,,[],IN,545.4715127186112,,9625000000@get.idyll,[],,,,[],,,False,9625000000,,True,U,16.880362698842593,,,,,
626,,[],IN,545.4438674408333,,9626000000@get.idyll,,,,,[],,,False,9626000000,,True,U,22.726155059953705,,,,,
627,Hey i am gaurav i am from Delhi i like makes friends and i m simple boy ,"[""Ignau University ""]",IN,540.4494585519444,1999-08-26 00:00:00,9627000000@get.idyll,"[63.64479959011078,87.16204166412354,86.27111315727234,71.89557552337646]",M,176.0,,"[""Clubs"",""Dogs"",""Romantic"",""Human Rights""]",O,O,False,9627000000,Gaurav ,True,U,18.701965592361113,,NS,A,,24.0
628,I am a research Scholar in jnu ,"[""Jawaharlal Nehru University""]",IN,540.0185929963889,1994-06-30 00:00:00,9628000000@get.idyll,,M,178.0,,"[""Photography"",""Badminton"",""Cricket"",""Gardening"",""Dogs""]",O,N,False,9628000000,Rajeev,True,U,22.441660071527778,,R,F,,29.0
629,,[],IN,539.9445846630556,,9629000000@get.idyll,,,,,[],,,False,9629000000,,True,U,22.497692409490742,,,,,
630,Swimming coach,"[""Maharshi dayanand university rohtak""]",IN,539.8099977186112,1999-07-14 00:00:00,9630000000@get.idyll,,M,,,[],O,N,False,9630000000,Mohit Sharma,True,U,22.489682756712963,,R,F,,24.0
631,,[],IN,539.2304260519444,1999-06-09 00:00:00,9631000000@get.idyll,,M,,,[],,,False,9631000000,Awanish kumar,True,U,22.148109921064815,,,,,24.0
632,I like to roam. A lot. And biryani and mishti. Bass!,"[""Jawaharlal Nehru University""]",IN,538.6125863297223,1996-08-12 00:00:00,9632000000@get.idyll,,M,180.0,,[],S,N,False,9632000000,Deep,True,U,22.43924129837963,,F,A,,27.0
633,🤪,"[""JNU ""]",IN,538.4297327186111,2000-10-28 00:00:00,9633000000@get.idyll,,F,160.0,,[],N,N,True,9633000000,Nandini,True,U,17.033248740509258,17.033249170104167,CON,M,True,23.0
634,,[],IN,538.3475293852778,1999-04-07 00:00:00,9634000000@get.idyll,,M,,,[],,,False,9634000000,Sonu,True,U,22.429675441898148,,NS,F,,24.0
635,Lets not meet by chance meet by choice,"[""Kirori mal college""]",IN,538.2131391075,1999-01-22 00:00:00,9635000000@get.idyll,"[98.64176511764526,86.32022738456726,89.37690258026123,55.851876735687256]",M,175.0,,"[""Gym"",""Cafe-hopping"",""Clubs"",""Mountains"",""Beer""]",S,S,False,9635000000,Abhi,True,U,16.606545256712963,,C,F,,24.0
636,Can't be experessed in mere 200 words so talk and know about me. ,"[""Jawaharlal Nehru University""]",IN,537.7563338297222,1996-01-20 00:00:00,9636000000@get.idyll,,M,183.0,,"[""Photography"",""Cricket"",""Badminton"",""Biryani"",""Maggi""]",N,N,False,9636000000,Raushan,True,U,22.404346009027776,,NS,F,,27.0
637,,[],IN,537.6302329963889,,9637000000@get.idyll,,,,,[],,,False,9637000000,,True,U,22.401260997453704,,,,,
638,"I think the characters defining me are; honesty, humourous, wanderlust, living for good food and long walks/drives. ","[""JNU""]",IN,537.4791846630555,1996-05-10 00:00:00,9638000000@get.idyll,,M,172.0,,"[""Badminton"",""Foodie"",""Tea"",""Country"",""Open-Minded""]",S,S,False,9638000000,Vikash,True,U,22.38298803449074,,R,F,,27.0
639,.,"[""Jawaharlal Nehru University""]",IN,536.9487782741667,2003-06-05 00:00:00,9639000000@get.idyll,"[87.50951886177063,93.10614466667175,76.45764946937561,90.41798710823059]",M,167.64,,"[""Cricket"",""Biryani"",""Tea"",""Mountains"",""Photography""]",N,N,True,9639000000,Mukesh Solanky ,True,U,16.006975268287036,17.033249170104167,CON,F,,20.0
640,,[],IN,536.2938102186112,,9640000000@get.idyll,,,,,[],,,False,9640000000,,True,U,22.345576645601852,,,,,
641,"""Adventure-seeker, gym-lover, and foodie all rolled into one 21-year-old South Indian guy. I'm always up for exploring new places, hiking, or trying new cuisine😏. Ready to make memories 😜? ""","[""Jawaharlal Nehru University ""]",IN,536.2792785519445,2002-05-24 00:00:00,9641000000@get.idyll,,M,174.0,,"[""Photography"",""Gym"",""Beaches"",""Dogs"",""Open-Minded""]",N,N,False,9641000000,Revanth,True,U,22.331001506712962,,F,F,,21.0
642,Loyal,"[""Jawaharlal Nehru University""]",IN,535.6076191075,2000-09-27 00:00:00,9642000000@get.idyll,,M,168.0,,"[""Running"",""Gymnastics"",""Gym"",""Pizza""]",N,N,False,9642000000,Mk,True,U,22.31227036087963,,R,F,,23.0
643,Yeessshhh,"[""Manipur University""]",IN,535.4053499408334,1996-09-27 00:00:00,9643000000@get.idyll,,M,165.0,,"[""Classical"",""Cats"",""Dogs""]",S,S,False,9643000000,Olla,True,U,22.300501147916666,,NS,A,,27.0
644,,[],IN,534.9552402186112,,9644000000@get.idyll,,,,,[],,,False,9644000000,,True,U,22.289802791435186,,,,,
645,,[],IN,534.2947338297222,,9645000000@get.idyll,,,,,[],,,False,9645000000,,True,U,22.261376761342593,,,,,
646,I like to..... We'll I'm tired of writing now. ,"[""Jawaharlal Nehru University""]",IN,534.0790035519444,2000-08-29 00:00:00,9646000000@get.idyll,,F,157.0,,"[""Singing"",""Dancing"",""Camping"",""Horror"",""Anime""]",S,S,False,9646000000,Minerva,True,U,22.246870789120372,,NS,M,True,23.0
647,Student ,"[""Jnu""]",IN,533.9781196630555,2001-01-01 00:00:00,9647000000@get.idyll,,M,,,[],N,N,False,9647000000,Aman,True,U,22.24252374050926,,F,F,,22.0
648,,[],IN,533.9304932741667,,9648000000@get.idyll,,,,,[],,,False,9648000000,,True,U,22.247105268287036,,,,,
649,I am introvert till the vibe match,"[""Jawaharlal Nehru University""]",IN,533.9290577186111,2002-12-25 00:00:00,9649000000@get.idyll,,M,175.0,,"[""Cricket"",""Photography"",""Heritage"",""Family Oriented"",""Open-Minded""]",N,N,False,9649000000,Ankush Kumar ,True,U,22.23995587013889,,R,F,,21.0
650,Beautiful things take time.,"[""Jawaharlal Nehru University""]",IN,533.9125010519444,2004-02-01 00:00:00,9650000000@get.idyll,[],F,170.0,,"[""Photography"",""Vegetarian"",""Coffee"",""Gardening"",""Design""]",N,N,False,9650000000,Anu,False,U,2.9155654766203702,2.9155658946412037,CON,M,True,19.0
651,I'm introvert till the vibes match.,"[""Jawaharlal Nehru University""]",IN,533.9070304963889,2001-12-12 00:00:00,9651000000@get.idyll,,M,175.0,,[],O,O,False,9651000000,Arjun,True,U,22.244325337731482,,R,F,,22.0
652,"Timing_37 minute  continuously 
Body count 47 ","[""JNU ""]",IN,533.8106441075,2000-07-01 00:00:00,9652000000@get.idyll,"[79.58491444587708,93.94259452819824,84.48026776313782]",M,5.11,,"[""Gym"",""Clubs"",""Cooking"",""Mountains"",""Romantic""]",S,O,False,9652000000,Shivay ,True,U,10.092557571527777,,R,F,,23.0
653,Loyal to friends and wanderer.,"[""Jawaharlal Nehru University""]",IN,533.6510229963889,2002-06-05 00:00:00,9653000000@get.idyll,,M,173.0,,"[""Photography"",""Mountains"",""Cats"",""Poetry"",""Romantic""]",N,N,False,9653000000,Waquas ,True,U,22.13712237476852,,F,F,,21.0
654,,[],IN,533.3609507741667,,9654000000@get.idyll,,,,,[],,,False,9654000000,,True,U,22.22337433078704,,,,,
655,Hoink Hoink,"[""JNU""]",IN,533.3555663297223,1997-02-12 00:00:00,9655000000@get.idyll,,M,183.0,,"[""Camping"",""Gymnastics"",""Desi"",""Open-Minded""]",S,N,False,9655000000,The Big Pig,True,U,22.217101055324076,,NS,F,,26.0
656,A bio can't describe what ur...,"[""JNU""]",IN,533.3318957741667,2001-07-10 00:00:00,9656000000@get.idyll,,M,177.0,,"[""Dancing"",""Badminton"",""Swimming"",""Cycling"",""Gym""]",N,N,False,9656000000,Pawan Sukumar ,True,U,22.21257051134259,,NS,F,,22.0
657,Mtech in computer science and engineering ,"[""Jawaharlal Nehru University""]",IN,533.2338541075,2001-11-18 00:00:00,9657000000@get.idyll,,M,183.0,,"[""Badminton"",""Cricket"",""Thriller"",""Comedy"",""Open-Minded""]",N,N,True,9657000000,Vamshi Naik,True,U,17.033248740509258,17.033249170104167,F,F,,22.0
658,Jnutie,"[""JNU ""]",IN,533.1877299408334,1997-12-14 00:00:00,9658000000@get.idyll,[],M,5.1,,"[""Vegetarian"",""Singing"",""Running"",""Festivals"",""Comedy""]",N,N,True,9658000000,Shivam dixit ,True,U,5.759546853935185,5.759547283530092,NS,F,,26.0
659,I am selfish.,"[""Jawaharlal Nehru University""]",IN,533.0832454963889,2000-04-05 00:00:00,9659000000@get.idyll,"[67.45961308479309,98.29133749008179,98.58095049858093,91.75421595573425]",M,173.0,,"[""Gym"",""Gymnastics"",""Clubs"",""Cafe-hopping"",""EDM""]",N,O,False,9659000000,Ketan Rana,True,U,18.22997033773148,,R,F,,23.0
660,"Nothing so interesting, but loyal","[""Jawaharlal Nehru University""]",IN,533.0378274408333,2003-08-18 00:00:00,9660000000@get.idyll,,M,,,"[""Singing"",""Dancing"",""Cricket"",""Badminton"",""Gym""]",N,N,False,9660000000,Manendra singh,True,U,22.20494489791667,,F,F,,20.0
661,"Bahot bore rha hoon yr
","[""Jawaharlal Nehru University""]",IN,532.9835479963889,1999-12-01 00:00:00,9661000000@get.idyll,,M,173.0,,[],N,N,False,9661000000,Vaibhav ,True,U,22.16871911087963,,NS,F,,24.0
662,Single,[],IN,532.3763304963888,2002-01-02 00:00:00,9662000000@get.idyll,,M,5.9,,[],O,N,False,9662000000,Hunter,True,U,22.178673925694444,,C,F,,21.0
663,"Being Human, Deer Lover
 Full time 사랑 찾으러 왔습니다.
Part time 사랑의 매신저 
","[""Jawaharlal Nehru University""]",IN,532.2521760519444,1997-07-07 00:00:00,9663000000@get.idyll,,M,170.0,,[],O,S,False,9663000000,Leo,True,U,21.740037340046296,,R,F,,26.0
664,,[],IN,532.0692724408333,,9664000000@get.idyll,,M,,,[],,,False,9664000000,Manish ,True,U,22.169023752083334,,,,,
665,"Hii , Great to be here !
","[""Jawaharlal Nehru University""]",IN,531.8989888297223,2000-08-30 00:00:00,9665000000@get.idyll,[],M,170.0,,"[""K-drama"",""Anime"",""Bollywood"",""Concerts"",""Cafe-hopping""]",S,N,True,9665000000,Aaditya_,True,U,5.7582919233796295,5.758292352974537,C,F,,23.0
666,Believe in miracles 💐,"[""Jawaharlal Nehru University""]",IN,531.6621821630556,1998-10-24 00:00:00,9666000000@get.idyll,"[93.26406717300415,42.832571268081665,97.15059995651245,90.7402515411377]",M,,,"[""Camping"",""Wine"",""K-drama"",""Ambitions"",""Concerts""]",O,O,False,9666000000,Sandeep Kumar ,True,U,9.399449620138888,,C,F,,25.0
667,Still thinking...,"[""Jawaharlal Nehru University""]",IN,531.6484141075,1997-09-11 00:00:00,9667000000@get.idyll,,M,157.0,,[],S,N,False,9667000000,Anurag,True,U,22.144389759027778,,NS,F,,26.0
668,Dunno,"[""JNU""]",IN,531.6421468852777,2002-12-29 00:00:00,9668000000@get.idyll,,M,5.1,,[],O,O,False,9668000000,Sumit,True,U,22.146517559953704,,C,M,,21.0
669,"Can’t wait to match, exchange one message, and then never talk again","[""Jawaharlal Nehru University New Delhi ""]",IN,531.6402060519445,2002-07-01 00:00:00,9669000000@get.idyll,[],M,5.9,,"[""Photography"",""Cafe-hopping"",""Tea"",""Vegetarian"",""Drama""]",O,O,False,9669000000,Akash yadav ,False,U,5.7570336247685185,,CON,F,,21.0
670,It remains to be revealed,"[""Jawaharlal Nehru University""]",IN,531.6114929963888,2000-03-16 00:00:00,9670000000@get.idyll,[98.60478639602661],M,,,"[""Badminton"",""Writing"",""Dancing"",""Biryani"",""Tea""]",,,False,9670000000,Asish,True,U,17.73577152986111,,,F,,23.0
671,"Live life laughing, what is the use of crying.","[""JNU""]",IN,531.4647804963889,2000-02-24 00:00:00,9671000000@get.idyll,"[99.38086271286011,95.87149620056152,98.09967875480652,67.13762879371643]",M,5.59,,"[""Photography"",""Singing"",""Writing"",""Badminton"",""Volleyball""]",N,N,False,9671000000,Arun Chaudhary,True,U,4.858122004398148,,F,F,,23.0
672,"I did my Graduation, part time photographer, video editor,videographer","[""Jnu""]",IN,531.4493582741667,1999-05-25 00:00:00,9672000000@get.idyll,,M,180.0,,"[""Art & Craft"",""Dancing"",""Photography"",""Family Oriented""]",S,S,False,9672000000,Mehul,True,U,22.141554249768518,,NS,F,,24.0
673,..,"[""Jnu""]",IN,531.4152429963889,1997-03-09 00:00:00,9673000000@get.idyll,,M,,,"[""Basketball"",""Cricket"",""Badminton"",""Running"",""Swimming""]",N,N,False,9673000000,Prashant ,True,U,22.13920212013889,,R,F,,26.0
674,Just myself.,"[""JNU""]",IN,531.2606349408334,2004-01-01 00:00:00,9674000000@get.idyll,,M,6.0,,"[""Photography"",""Dancing"",""Badminton"",""Gym"",""Hockey""]",N,N,False,9674000000,Aman,True,U,22.128176286805555,,CON,F,,19.0
675,I want to be with you forever,"[""Jawaharlal Nehru University""]",IN,531.1888185519445,2002-11-18 00:00:00,9675000000@get.idyll,,M,183.0,,"[""Singing"",""Writing"",""Gym"",""Concerts"",""Maggi""]",S,N,False,9675000000,Aman Bhatia,True,U,22.128224018287035,,NS,F,,21.0
676,,[],IN,531.0736407741666,2001-01-01 00:00:00,9676000000@get.idyll,,M,,,[],,,False,9676000000,Armaan,True,U,22.127195916435184,,F,F,,22.0
677,I,"[""Jawaharlal Nehru University""]",IN,531.0606318852778,2001-02-12 00:00:00,9677000000@get.idyll,,F,,,"[""Tea"",""Cats"",""Documentaries"",""Ambitions"",""Romance""]",S,N,False,9677000000,Payal ,True,U,21.34894323125,,NS,M,True,22.0
678,,[],IN,530.9439077186111,2002-07-03 00:00:00,9678000000@get.idyll,,M,,,[],,,False,9678000000,Kapil Aggarwal,True,U,22.120945835416666,,CON,A,,21.0
679,,"[""St. Xavier's College ""]",IN,530.9424382741666,2004-07-15 00:00:00,9679000000@get.idyll,,M,,,[],N,N,False,9679000000,AKCHAT,True,U,22.120045407175926,,NS,F,,19.0
680,"You can either sit with me or on me.
🌚🌝🌚🌝🌚🌝🌚🌝🌚","[""Maharishi Valmiki College of Education""]",IN,530.9231882741667,2003-05-15 00:00:00,9680000000@get.idyll,,M,174.0,,"[""Concerts"",""Foodie"",""Cafe-hopping"",""Festivals"",""Animated""]",S,N,False,9680000000,Kamal ,True,U,21.281023358564816,,C,F,,20.0
681,. ,"[""Bhawanipur Education Society for Commerce""]",IN,530.8724938297222,2004-06-05 00:00:00,9681000000@get.idyll,,M,,,"[""Writing"",""Football"",""Gym"",""Anime"",""Poetry""]",S,S,False,9681000000,Dhruv,True,U,22.117268393287038,,CON,F,,19.0
682,First Contact Me Then I'll Tell ,"[""Jawaharlal Nehru University""]",IN,530.7154960519445,1997-08-27 00:00:00,9682000000@get.idyll,,M,182.25,,"[""Stand Up"",""Cricket""]",O,O,False,9682000000,Shivendra Nath,True,U,22.097584654861112,,R,F,,26.0
683,I not that book that is worth to read. And 2nd thing if you are thinking that i am looking for a date here then you are wrong i am just checking out how many desperate people are there in my vicinity ,"[""Jawaharlal Nehru University ""]",IN,530.5793063297223,1998-12-06 00:00:00,9683000000@get.idyll,,M,170.68,,"[""Singing"",""Badminton"",""Writing""]",S,S,False,9683000000,Asif,True,U,22.08253337013889,,C,F,,25.0
684,Ntgmuch,"[""Jawaharlal Nehru University""]",IN,530.5215441075,2003-03-20 00:00:00,9684000000@get.idyll,,M,180.0,,[],O,N,False,9684000000,Medi Saiteja ,True,U,22.101694353935184,,F,F,,20.0
685,I am student of JNU ,"[""JNU ""]",IN,530.5030168852778,1997-12-04 00:00:00,9685000000@get.idyll,,M,5.3,,[],N,N,False,9685000000,S.A.S,True,U,22.099617652546296,,F,F,,26.0
686,"नजरों से दूर हो जाऊं, ये मुमकिन है
दिल से पूछो, अहसास गहरा होगा।
मन से मत पूछना कुछ भी, जबाबे बयां 
 यकीनन  यही होगा, की मैं यहीं कही हूं,
खिलखिलाता आस पास जिंदा तुम्हारे।","[""Jawaharlal Nehru University""]",IN,530.4932771630556,2000-11-21 00:00:00,9686000000@get.idyll,[99.35426115989685],M,170.0,,"[""Volleyball"",""Beer"",""Cooking"",""Horror"",""Feminism""]",S,S,False,9686000000,RAVI RAJ,True,U,3.680666680324074,,R,F,,23.0
687,"I am a PhD scholar with 6 feet hight and faire complexion. ... 
","[""Jamia Mia Islamia University""]",IN,530.4575596630556,1995-10-15 00:00:00,9687000000@get.idyll,,M,72.0,,"[""Gym"",""Art & Craft"",""Gymnastics"",""Clubs"",""Stand Up""]",N,N,True,9687000000,Meer,True,U,17.033248740509258,17.033249170104167,F,F,,28.0
688,LOL,"[""Jawaharlal Nehru University""]",IN,530.3084407741667,1999-06-27 00:00:00,9688000000@get.idyll,,F,165.0,,"[""Art & Craft"",""Swimming"",""Vegetarian"",""Mystery"",""Feminism""]",N,N,False,9688000000,Saumya Awasthi ,False,U,3.8163885668981483,,CON,M,True,24.0
689,You'll understand as time comes! ,"[""JNU""]",IN,530.3029554963889,1999-02-10 00:00:00,9689000000@get.idyll,,M,163.0,,"[""Writing"",""Football"",""Beaches"",""Crime"",""Biographies""]",N,N,False,9689000000,#S,True,U,22.088332536805556,,C,F,,24.0
690,Trying to not find the best ✨,"[""JNU""]",IN,530.2295152186111,2002-01-22 00:00:00,9690000000@get.idyll,[],M,171.0,,"[""Photography"",""Badminton"",""Cafe-hopping"",""Mountains"",""Ambitions""]",N,N,False,9690000000,Aniket,True,U,19.83280924976852,,C,F,,21.0
691,Zucchini forum,"[""Jawaharlal Nehru University""]",IN,530.0614016075,2002-02-10 00:00:00,9691000000@get.idyll,,M,,,[],N,N,False,9691000000,Hgkkskk,True,U,22.084770569212964,,C,F,,21.0
692,Learning korean🇰🇷,"[""Jawaharlal Nehru University""]",IN,529.927405218611,2004-05-10 00:00:00,9692000000@get.idyll,[],M,160.0,,"[""Open-Minded"",""Romantic"",""Stand Up"",""Ambitions"",""K-drama""]",N,N,False,9692000000,Shivam kumar,True,U,21.903255997453705,,R,F,,19.0
693,"Into everything interesting; I like to explore new things, new places. Would definitely love to do all these with someone 😉","[""JNU""]",IN,529.7497896630556,1998-10-02 00:00:00,9693000000@get.idyll,,M,175.0,,"[""Biryani"",""Mountains""]",S,O,False,9693000000,Sarfraz Shadman ,True,U,22.06625868263889,,C,F,,25.0
694,"Hii, I am Prakash, .. 
","[""Indian Institute of Technology(IIT), Delhi""]",IN,529.7234910519444,1999-02-10 00:00:00,9694000000@get.idyll,,M,160.0,,"[""Art & Craft"",""Whiskey"",""Wine"",""Fish"",""Country""]",O,O,False,9694000000,Prakash Pal,False,U,5.756502930324074,,CON,F,,24.0
695,Kuch bhi 😏,"[""Jawaharlal Nehru University""]",IN,529.5575329963889,2001-05-10 00:00:00,9695000000@get.idyll,[],F,157.0,,"[""Singing"",""Dancing"",""Reels"",""Badminton"",""Photography""]",O,O,False,9695000000,Swati,False,U,3.8160072011574075,,R,M,True,22.0
696,Just a muggle lost in Hogwarts among pure blood,"[""Jawaharlal Nehru University""]",IN,529.2841566075,2000-02-10 00:00:00,9696000000@get.idyll,,F,160.0,,"[""Singing"",""Art & Craft"",""Writing"",""Dancing"",""Design""]",N,N,False,9696000000,Nanshika,False,U,3.8157814372685186,,R,M,True,23.0
697,Nothing,"[""Jawaharlal Nehru University""]",IN,529.2604346630555,1999-10-15 00:00:00,9697000000@get.idyll,[75.61685681343079],F,157.0,,"[""Biryani"",""Tea"",""Photography"",""Romance"",""Poetry""]",S,S,False,9697000000,Megha,False,U,3.8154851641203704,,NS,M,True,24.0
698,......,"[""Jawaharlal Nehru University""]",IN,529.1897682741667,1998-12-04 00:00:00,9698000000@get.idyll,,F,,,[],N,N,False,9698000000,Mansi,False,U,3.815405152546296,,F,M,True,25.0
699,.,"[""Jawaharlal Nehru University""]",IN,529.0212410519445,1997-06-28 00:00:00,9699000000@get.idyll,,M,,,"[""Writing"",""Art & Craft"",""Design"",""Photography"",""Badminton""]",S,N,False,9699000000,Aditya,True,U,22.034941217361112,,NS,F,,26.0
700,Hmm,"[""Jawaharlal Nehru University""]",IN,529.0175941075,2000-12-07 00:00:00,9700000000@get.idyll,,M,172.0,,"[""Photography"",""Cycling"",""Design"",""Mountains"",""Biryani""]",N,N,False,9700000000,Nasr,True,U,22.038748636342593,,R,F,,23.0
701,"Cute, honest ","[""AFTE Institute""]",IN,528.1930449408334,1990-02-02 00:00:00,9701000000@get.idyll,,F,156.0,,"[""Theatre"",""Singing"",""Writing"",""Dancing""]",N,N,False,9701000000,Preet,False,U,2.929281634027778,,R,M,True,33.0
702,Hiiiiiii,"[""Jawaharlal Nehru University""]",IN,528.0835732741666,1995-03-04 00:00:00,9702000000@get.idyll,,M,180.0,,"[""Board game"",""Mountains"",""Tea"",""Whiskey"",""Pizza""]",S,S,False,9702000000,MK,True,U,21.999809805324073,,C,F,,28.0
703,"#JK
👨🏻‍🎓 𝐑𝐞𝐬𝐞𝐚𝐫𝐜𝐡 𝐒𝐜𝐡𝐨𝐥𝐚𝐫 🌐
🗞️___𝐏𝐡𝐃
 📍𝐃𝐞𝐡𝐥𝐢/𝐍𝐂𝐑
📚𝐃𝐞𝐡𝐥𝐢 𝐔𝐧𝐢𝐯𝐞𝐫𝐬𝐢𝐭𝐲___
📖𝐉𝐚𝐰𝐚𝐡𝐚𝐫𝐥𝐚𝐥 𝐍𝐞𝐡𝐫𝐮 𝐔𝐧𝐢𝐯𝐞𝐫𝐬𝐢𝐭𝐲 🇮🇷
🏍️۔ RIDER
🚲 CYCLISTS","[""Jawaharlal Nehru University""]",IN,527.7738610519444,1998-12-01 00:00:00,9703000000@get.idyll,"[79.59639430046082,74.7740387916565,98.84575605392456,96.5472400188446]",M,175.0,,"[""Photography"",""Cycling"",""Cricket"",""Camping"",""Mountains""]",S,S,True,9703000000,Shahbaz Choudhary,True,U,14.060307073842592,,R,F,,25.0
704,Hind desh ka pyara jhanda uncha rahe hamara ,"[""Jawaharlal Nehru University""]",IN,527.6740043852777,2000-02-10 00:00:00,9704000000@get.idyll,,M,,,"[""Singing"",""Biryani"",""Punjabi"",""Romance"",""Poetry""]",S,N,False,9704000000,Sharad,True,U,21.979733242824075,,R,F,,23.0
